no biexciton exciton
0 9743.07251 29589.64563
1 10418.10582	27892.07672
2 11116.98261	24379.61364
3 11108.68818	21338.73956
4 11176.13204	19052.53905
5 10185.97331	15233.09958
6 9722.94045	15052.46142
7 8804.90033	14068.00664
8 9786.80863	11467.06983
9 13122.40524	8723.55914
10 12207.4452	8168.83952
11 13110.38723 6621.57898
12 14239.84377 2740.11677
13 2866.16493	14945.04396
14 2711.82411	13269.35736
